ORDEM;NU_INSCRICAO;NU_NOTA_MT
5676;db2c47b4440eac3f9b9f418c73e7cbaab357fe6b;404.7
5677;f2a77d4bbdd049647b30b2b362c58e0637a62ce8;413.9
5678;2078da1dac3498e81f618f40ba2ec36eea3538a3;
5679;cb1e549b13953d6b497f84c85cb27a7e3ab3753e;350.4
5680;9476d413aec57b28c6ca5df313d175949d7fb3c5;341.2
5681;479cba88701939b55feb51cd04e032cdab97ab66;
5682;bc862d4ec7aeff30248ec7ecb48a9342bd40ef44;
5683;60783e748dd70f24a71ca0c8dde53f7c080e7902;486.1
5684;1aaba9beb2818915b772dd55816add464c6beed8;469.8
5685;8c1739d075bc23987b5b887d5893828ff7c86f0c;498.8
5686;852fd676c3aeb6814abcad8d05c9af82843f6e4d;
5687;0f839205bffc15d97ad9b7812a1235d4b1c6bb30;622.9
5688;d49377f6086017114d049d801f6a6a0f774744ca;490
5689;9eba1b50d44bced173bb9ae959290df59083a8d0;625.8
5690;03eb0114ac5975b6287c4fadeb752924df75b381;463.1
5691;be8043b737704a6cdef13991bafcffaa06a9e4dc;355.7
5692;13c1448d16259a5b290837012ea4a8e6ca980b39;
5693;6c49e88d32846bd4b18219b9fea7a08097881698;
5694;8f18761ddaa5826f98d59dca73c195db41c44ed9;429.2
5695;8a151b50e2e8bd39ae92e0f33837fa4db3e9161b;557
5696;5636a7cfaf300fbb5d4b5fd1d20b53a05c03dc8d;411.7
5697;16c34e2d2cff00e67c4209f394f114d05bb60810;501.1
5698;fe38119c5be2a412b9bdb86eddbee15c783f4be5;532
5699;e5d83b58547ee7f52f3c5655a211a1686bf68c12;
5700;7a43464ebd226014f15fa90dc4c02b242091a931;
5701;f9b604dc4f07a9ceabadf1c298ccdf32e666cac2;460.5
5702;ad4eaeaf8c90513bf199c893e8cb663f75800248;
5703;71335937afaa3b7d6b73d1edf128ff0ce355fd96;450.5
5704;41677c7f6a9a7ababf8202794fb2c1543084d779;339.2
5705;442d402109408ce0b617abf21cc2eac900e8c1a7;677.8
5706;96a9dfa8b8e4c0ad2267c1ee4ab17c9b5c3a2f7c;558
5707;ed74e902c0255f1b2be51ec1df867fd9be3107ce;
5708;78c6fa8ffd3fa718eb84af359d659a08f5e6ef15;707
5709;2d9a5197a4713deb894658557f9bf13bc9c88a96;344.5
5710;e695cbf793214d2f86e497d360be6580527224af;455.4
5711;dbc8473293c3be3ff7247bc4b969d848f624d014;462.3
5712;b4db142b4115ed7e6c9e3280b88ca3acfeb95bc4;517.6
5713;339b22272035e869886465ca48c1803943988684;410.8
5714;b9dee6c296774a2754f42658db5c579776cdaff0;
5715;d5ad192af767d9a73fde6e91b777240d6d3530b7;542.7
5716;1377fb1d53fb2234cc180714b7f30723a27aaa77;
5717;bcedd7dbd4da0a0668a77caf6c94141d576470c4;
5718;43ea7812a1736dd7fdb604086e94175e44279ae4;674.1
5719;bf0ca34a9814ba59591444a2154268134c2d503e;909.5
5720;c2c662c8a8b9944d6858df9bac758d6ba5444eeb;670.7
5721;0b2780a39cad31aad04f67bee70b0ea6ec50a2ff;378.6
5722;24f3c201fdbb6b0d0246481634a2ec87bd37b60a;560.4
5723;6a2e19f5d8f36cfa88af8a860543241037ee5b47;577.7
5724;3f665345ecba8bbeb87369379cb11fd36e939ba6;
5725;6dca2326ec611bb61be81149d0f3b793773b1258;563.8
5726;5a879eb9ade153262163db9c9e1842695555f116;466.9
5727;d4d6b7d6c316352e0d4b9d796e4e4eb5b38b000f;553.8
5728;0cb09065a4748097d234affabdb5e6d741138bfe;418.5
5729;453cfde040f82ed2eca3635bc4e91f55196f9432;409.7
5730;c30fb6f21c548d6e1f3cf2a0c9fa788e1cd47f50;441.8
5731;da6eaaf18dc0cc4db78c31adf01fadd6860a5e52;393.7
5732;0500f831af9aafc9c37c73ab6146c562e07942cd;
5733;67d814847394a98e484e7f63ff4fc6ed860ec1e3;473
5734;8f28d1add21aa79fce478aac3440b20fb65cfa18;
5735;1cf7ff0db94c77de80c0fdc14c5eeeb735c932eb;337.6
5736;c496dfaad85d4956b00e6703e9e0717e9bfd3f43;630.2
5737;8fcaab56eb2fbe1fb0fe8682834cb42a980d1761;456.3
5738;8513d02906ef78925a08ede85c5f4f1cfcc3c6bf;
5739;ab43ede96d2a490309be016e8bdb10daba84d3d4;537.4
5740;d79114fe908ec4d6714eacad1c05090c7ae42c9b;363.1
5741;e773bb838a0659fa4343d060b6a1584db89f05d7;493.2
5742;80ebfe7436ac46aa2bbbc9cd81f4aa8a337d41fd;408.8
5743;01a78243e4b85769cf0e74405d1bfa6393de8ba4;
5744;03292202e40684438240b9e958c598934eda7851;544.7
5745;8499e5ee1dde83b2c1330e2d5d656a8a58a99788;
5746;d7aeb7f0868eea80bedc973333c685d9f23f6021;435.8
5747;4dce0c7a7d0644dfb45201c5c443298bee807a67;629.2
5748;9573779bc3eece8b0bb9ebd123e0991d34caa2a1;445.2
5749;996911d98db9ad82101e76c07e7983d93245aa87;670.3
5750;db389ef8864c1187eb1dfb06eb05d5b43f0ea62d;454.7
5751;4d920ac53cc98bac10eaf2a25fcebbcdb7b53432;472.2
5752;8491c5fa1e4c7a96f76e65d1bf36e7792ea89b09;
5753;c725d141809dd4984f41ba147f891d655004d3ad;609.7
5754;1b08fbe5c37b42fa70aaa13b57fd6894aee6e0c1;551.2
5755;2070505348aec0e2809507ac8a2eedf8f72dca42;
5756;de17d1be1cfc94d26da466fe261b1f9a97c64ef3;651.5
5757;f0fed8e987f6a68acd91b66b203656b4068ff9d6;667.9
5758;bf89c83ec8ece9e8f17bdaa3c10ff903402f4e79;600.3
5759;dd02c59ab8c572ff15dc1e950ea1a9d193ceaf99;416.5
5760;bd98dda964136231d771fed9eb68395027495578;367.4
5761;9342750227efbc86b2f9c7fabbeda794df04be0f;396.9
5762;e13261f11b647c005bae534ce82795111e0fd9d1;465.8
5763;d5b665bec45d95966ac52d3a079de757925f46ce;359.9
5764;2966566a9ff64fe38b350de0b54d57fd1e98a111;605.1
5765;7be0d9a2578c771da527fe91ca8803ef2cb8475f;
5766;40c1d1c655cd2cbc83d533c4a652f6c61b298843;480.4
5767;7db8ed2e3796f52c6a4caecf1b8e64f6051b6603;403.5
5768;1cbde4b36aa91aae7879f0260257ee63e9bc7e41;417.8
5769;8ce3292697154ccb8c4cf352648dabbc7af6ca98;402
5770;abdadd63f2cc214ed0a24d8a1f985c60acb0e3f5;470.9
5771;c321d851c5a19b055931a50cd25bebc3c3efaa8b;
5772;a528b65b649dc2dd2aedacc73dac99596916fa59;490.6
5773;471ef79d10e23a0a94cdf9003a9e69a332176394;
5774;631edad894ed9d1b2bf6e929542f3fd91e04ae98;462.2
5775;3f35783fcb8515a4a3768c0b5a03265863c2cb7f;402.7
5776;8c544a034963d377a259f1cae9736ad1b9df1b65;
5777;094a223d457b076e9efde0c8161573d2eea3464f;563.4
5778;187c8c1bea97766e1b12aa223d464eed1a5b40ab;636.1
5779;f828cd06907973b73181136a08b614d3900147ff;389
5780;a3aeadd1f303399cad8eeba5d9fa2a1360233216;386.1
5781;7cdd516f7b925b32d6bb2e9a7aa48446b653f9d0;408.7
5782;03483dea7d3457a12b72b4da0c92c6bf172e1e8d;352.3
5783;dda6fa856549030bd693119a86f6c8c6c4ff99ee;384.9
5784;df88302ec9033c6a1a0f1ae16122473a2277763c;
5785;da941f5f640a98460479c8123bac2787d32a89be;415.1
5786;0ff40d4f0cfb6469a4b00826104f9b0adaeccb89;453.7
5787;5200d427db58a6779ccafe912aad0e6ef9d1bc95;361.2
5788;b22db80f18535d18e1c529b0dec3f54370e87dee;413.7
5789;0bbcada2774d8f54005170777cf5185056aa12cb;551.3
5790;2352d6c1ed85887b0681b42db48fae97c5b7d100;455
5791;187cd40ee972ca4a04b0e51e204646490d03bdcf;536
5792;a412ee587a66d8b7fcfd4bbdde3162ff8d20aca5;375.2
5793;cce607fd1b21dac838431abe556691f645486ae2;420.9
5794;fcb199719a55da31c6e75db871bf76f3d3e048af;548.7
5795;1d21248efc9e58af35d07c96b7c5c7e7a4c337d9;398.2
5796;487a9af25f275613769550a4703057db81a6d617;565
5797;11c51c27d682543f3dd600e1644ee1ee49b72252;599.8
5798;747525250d63acd2169b1b0c86050d6a9657973a;392.7
5799;99da6f005628f8aecce9ac16ba195172eba3a6d4;
5800;236d5aa86c4e13739785ae2b1b571bfdf504ac0e;475.9
5801;bf006d4b5f7f5eb98ee6a5c87a8998b101a22363;
5802;f70454c8e1d16631c8a5c645176a90fbf92f7e39;574.5
5803;63b78d91ce0e23ef5755de299969bb9108af7543;448.7
5804;27eeee62b68df7ad9d56346c65b7e9d77d887504;398.5
5805;c91421007ad03e1874bb308ffd4a5583307874d7;557.8
5806;c288ee29130b0371a0bbf6e56b41e06a61840ca7;496.1
5807;0a4ddfc4b961bd3412cf61c5d5a73805e64744b1;470
5808;b0b346d1f066ce41cb62acc10bad008304df1132;
5809;2fed456539d32252276bc0de29452355e78f2302;486.8
5810;24c28ac162a0e5ea6011437627f0fc7aa869f7e2;377
5811;1e34a7488282ce97f669ea796d527406b1c153f9;519.6
5812;5faf430ee96be613b2a6dd1112905adfed6713b2;416.2
5813;28bc60ef0c38ff954f50ba134334049652cd9ad9;453.4
5814;346da5877e861ce6987abf77bec7be4ee0aeab27;432.8
5815;924ebf4c88f02c3b0d7263c4676a7a58cbc3b50b;401.4
5816;3eef6111573dae62a1797eaa4a108b124a92c3f2;387.8
5817;6962f00afdc5df956b96c32b5c889e46519e81f7;612.3
5818;f7927b201312d97f2c21057336a02c5e4989675c;
5819;12fa40c76e42198439a4b3539a80f60f5f7ea202;469
5820;44adf24dd73709cef0389ba7a73ecc5385b601b9;377
5821;4c69d1ff0f25bc339743b3b748c5e5f2dc363636;417.3
5822;9267827e423acf9911c5e8fd257b479654830577;505
5823;ea85db859d61661a111dcc62fc94eb25d72061e6;452.2
5824;9ed5a41826d753f29a5d6ef26c77bc3849fde4e6;
5825;5ac6e31aba1c5b8d113303ee2e7b52fc96b84abc;469.3
5826;4958112ecbb97d76440f6e41bc67335c2285ed8e;386.5
5827;984d6024745bcf8fe3d5fb7df4ccfde20d694131;630.9
5828;632c0169583cc9e3efb76315a2e28793bebe16cf;457.8
5829;18febeda3da0edb0878e88cf5a16b1862de0996f;640.5
5830;a8b2c9da61bdab312d166e84888d74a0d98bd200;440.1
5831;98e1ed49a0f19d1cad70afbd95653b5906204cfd;534.6
5832;7c846f1c5b4ea01fbad8c02564ac6cef90481d4e;
5833;0179c2831489028dd66c47413942a7a8597b1b73;400.6
5834;3bb58b7e28e75defb1616619761bbadd4f13a8d0;450.1
5835;eb76397dcb304eb7ed55e5cf2e99ff39bdf9e5d8;
5836;19eb50f4c570418d8c50acd2afb4a2721750da31;401.9
5837;56da9356cb86735b8f3bb3189299b2aebf9b9c33;
5838;e1ee6b917fc8f51340aa1be9e7fd596831caba22;
5839;3f0ea8684984b20302cfa6f8f971285892343e2d;
5840;915c5516c80bded122a59810dd730011d54bdbcf;
5841;00301807629dbd3c1e448725016a89818cee2751;498
5842;991c1acbce149ad1d0d80208118d96d966dd2407;
5843;bd49da3fee967b4682bf9c5192bad61e85b41079;532.8
5844;a2cc7e07e172b5b67cb2e167c33053e40ca817c8;479.9
5845;4e7db625ae8e928092ee4af05a6d6bf6ecba30af;703.4
5846;a926376b7e67f29cb659e52ab16cc33b6d2f0511;
5847;c9da47a456483d1044bd7906d7f070e228dd48d2;472.7
5848;ed1c72391b337c285f319e46855f2f82bd030a13;344.2
5849;64325185d38bdee832ee02aa359c4de2ff708d3d;
5850;fcb400a2a5cc46ea8a372c51d0d81b63bcfff784;378.4
5851;5ed89d3723785d1bdf5e8c6b0cfc4c42d9022264;502.8
5852;239e9fb2790a4ecadd28f8f4a14cbe42277c121a;
5853;166e4b0c586ec1e1664b8783d2eb59405fca4b6c;432.5
5854;072b8853b1a89b803f153de23785a5633bfecdfa;495.5
5855;fc0bbe62eb3f58ced43cbd97b57af88e925f3796;
5856;c87f167a31a208aaada0f77e7d8c86adb5e969e3;365.6
5857;4659265f76329133684670ffcffd51a799856cd2;
5858;aa627e5703c558e76a0ef577d906d3c5598ca823;635.3
5859;810cdc48080a21a15e5b1fe91fcd3328eba39e43;563.3
5860;62e669dd510fd5e2a15b3f1f5322bd1a8f04c038;397.3
5861;3bedd76e893af22411785d357d563e0456df25c2;401.6
5862;2e892dbe9c19111589a08e2251c4def8c98c97d5;455.9
5863;682bc1cf6f4b70cc5ee42f8d66df5f7b184ecd93;634
5864;d612a91a2d886e2250be568c335aa1b839ee281d;
5865;c303fdf52e76b3ba31f51337d0d88ea8ef288c36;491.6
5866;9291ed53c65ae54f6592ca930245ff575cd5aa19;
5867;ca2e660c373748a073933f5b0e6c1939a6b1316d;
5868;ea1fd24292fc47c21a2739e2f206030c1cbc116f;
5869;fadd5d27287b5afda3f59eeaad65d84dc2604488;483.5
5870;d706d79c5c551bdb97561f80a41fa6d81ef7a3e9;461.6
5871;56f568011c1fd4d2176394564daf36f9ea6bf103;573.9
5872;18ea9f025c3e4acbc358a28a6f7b8ab58ec111c1;522.4
5873;9ce9b745c31a8445cba5b2f129364ac8af4b7196;
5874;2536db47b438d736553a26d6014e130c4ec6d410;487.6
5875;b8418148ad1c930c62ea25e235e261ca3c572bf0;444.5
5876;7e1ebb05a8de25637dd6f307f6f16f50039ad3fe;353
5877;1684f8404ec87130e339c6000cc631bf1cd1f688;536.4
5878;8b81bed9fd5ebe349a68462bff572aca4d1f7236;
5879;30daafff8a0904067ad6b235b669d140dbdc71e5;433
5880;2cee615974f06aabb803c6968b989a917fee43e0;511.6
5881;a2dd4d646b39e09a03ec047ae0c5464854a80868;496.8
5882;1556fe0622b9fe47e95eeeac13ec2287eb28fdcf;
5883;3ee72f6c156b546c8773a099803a9c1d5f38eacd;513.1
5884;abf39e42b77ffa386b97f174d9aa33ffd337b643;460.3
5885;45e70cef0bdf38532c67968281e4de6ece8d951f;424.3
5886;383bc906230e8cf3730552e3c8588df97e277a2e;346.9
5887;87c2ff2f833e93108cc8593dc11638d662801747;525.5
5888;8d50c79e73ae005e64274d3ad4046a6e9c6038cd;419.9
5889;5d94441d3b11c0639355958ce95710fe5157344f;666.1
5890;8bb830000ce0081a497288bfe1fc6e87b6567e59;
5891;8f88f0b551e4764e5e35a0a001c1865c337b0581;436.7
5892;8036a2e1e982beb131ffd30db7ebe74031c5e1a5;379.9
5893;be9c08c074c9c6580ccdff1f2247331f7d79e0d1;
5894;c6d5f604b7fa18be67386115cced97f837aa3ba0;414.1
5895;378eb10299f81dd40371520a472e643d06fca655;480.9
5896;9d129b0720b9d03620797b1ee5110fae1ba4cdf3;399
5897;0776ab61e4a91c583a0b13ab1b9d6f2ecfe1d8f9;519.6
5898;1083334fb37600f85e51a56a374fec18db0afdc3;419.9
5899;cfa758b96ddde92e4c9ef037f20bfb6b304de5c7;389.6
5900;1254422c9dd4da814a61ddf90bfb006b190e3a39;
5901;cc2846f1497b2d59c69167ebf3df8982ec266e12;
5902;ccf8e735d934f0946cf247fda5b7c108766c86fd;437.5
5903;088fa8c2a37dfb18392ae0e2a352843758f3fc58;596.3
5904;36431292409026d20247a3273a4a4de0a8305a39;633.4
5905;c911fcf1e4736985a7e8ba82aefffcfd4dd1c234;458.8
5906;c043622d79e0635bbdb416abfd3d380ba379f30f;350.6
5907;941953381cc38a4f0c6a31b2ee2aadf2f550ebfb;505.8
5908;7d1b80a47fbaecaa6ceb3341ec4960c6e0ff3b31;471.1
5909;232e9e529ab3410e7394ae2d1b7f6407fc5baa14;458.3
5910;eed98807ac17df1dc6ee3bc9b309dbaf5877d1f3;
5911;9098b0269411a994b6c7e65df3ec5671422e2667;444.7
5912;dab51992ad673598eaf7dafd4ab7442cd313639e;388.8
5913;c915d6488e72e1bf475499c3375dffe93bf1ff3a;404.9
5914;c0bb9d9a29e686a5ef35f2443738d4bd8544a290;952
5915;fc16e8c90c622cd16fc02f9c2defd15caeabc136;
5916;412de226ac70b979d21315aef2904eba8fc01d76;424.4
5917;8e6e87cb34f235d8fcaaa0e5edd77d100223abaf;417.8
5918;593e1b13c6e3596657b90435a7475fa3237e3351;453.1
5919;204de7d0d905a6a0e191f01f2c0e3cfd069806bb;516.2
5920;2dd6e3c28210e2d22f9225b1bbaf120fca5e0d9d;431
5921;cf8681fa6b4b832894c94c9daadcb47bf3688553;541.7
5922;3a3ae7778fc49c4507770746e6c1ea5135bcfd37;428.5
5923;0215c44d1038e96711a93cb112f16548ee8bea44;
5924;bbb8e7569691053ad9d837bdf25668c3f751f0a6;487.7
5925;bdd3e4a795f74574aaa074150d28d73d22d17037;356.5
5926;958c80e248e8e7a9889e282795c2bad86abb8723;
5927;df4b7174b3943e3bddd0239885afbb7c6def9e07;
5928;dc915a28d1178159743bb892ab56b1c86630e67b;
5929;37d34a2fe9230df4c315c3ed9c9adb159125abdd;468
5930;d78b6118f11026b554f7184088243ec878a75dbe;
5931;6eb67cdf11f631f1c901023f4680136a3b9015e5;460.5
5932;b2241d6bf7549b0a6153a162f38f17098c7f663d;470.3
5933;6a5829906239a5f1d667ea89269bdbb226d25ba2;612.4
5934;609dfd872505f37c651afffb74bef695ea94f504;343.2
5935;165abce9ae269eaf8eb6394be29a75802db46791;
5936;6ef42abddcf3a30d5fb98bd9ac66b9ebf0da89a9;
5937;ebcb92991ed2c02dcad9aca2bce616ab88ce3050;586.9
5938;5cebf7babaa6c3e970a8fe15da4962ebddc01725;410.1
5939;035f5848f8d5d9aabcfdc75a09f90d5ef968db36;
5940;648b69181c657867ac771bf478866735af8c36b0;848.3
5941;28996819be903a45e723af75f599c29e4bfdf38e;
5942;66f87c5b24ef7c59141310ec0c8fc919010249f8;
5943;8fc8408e82fa27f5ca7e09408117038e89e93cfb;759
5944;383d9d98cb3cc5e603c0bbef154f420d80a0c10f;582.7
5945;41b3098641e44d2787e1ad00ee31f6edd41db6e4;548.6
5946;a3f759cdcc881d5ed652a205ddfd5ea3479186ba;513.4
5947;9c55fe3d05c64c6d30397a2bdfadcce72c8479e4;
5948;63a9bf413201c64c4b2230111070543ab48c3457;
5949;e0d2fe43c072df9f34380b9c00c9095f292967f0;695.3
5950;172637ca70cc50d66179553a9942453f8271d388;659.6
5951;536fc03083cd93ede61146813d0fad69738a03c9;
5952;24a52685ee811d7ec86da18da08d95a491a93144;418.3
5953;14668bd97bf18b65efdf9c4d23801a03ee9dd9cb;
5954;9c801721c93ff237d5ec18f70095e9217a29244e;429.8
5955;cde27a2d5364e9c42fcb4f7779f52fffde76bb97;381.4
5956;7ebf654784e86dd137f744fe10ecdf4b22c51319;525.9
5957;3709ba6b5f76f28ae79201eb7a0cea6239a1d660;
5958;271cc39612ce7a9449cf54d0638ebaa14f7a5572;
5959;12b732a1bc91fed8f7bb06ba89221ddf20f79955;528.6
5960;0e12fea9d3d2c37726517df26a1874e2325b6e8f;
5961;7a24af8bbced679536d4c03012773d2556af6c4b;424.7
5962;a8e087815092ddbd7b5f148eb82d23c1c115ccba;544.8
5963;483a791f3dd1e85b0f13a69fbf2eba377223e0c0;501.7
5964;008632a97f39c99a927fd5357d89820dc611045c;416.6
5965;b0cb5ad204857f9f61a7aa0a70722373a966c403;416.2
5966;4f3d57c1da4e9c082d1d450f1e376f923422ca73;359.5
5967;f6b85f4d40dde883754e1b8b158da627d353fe78;509.7
5968;f638940a973ac3e453956b7da2bf6446cb3bf06b;465.1
5969;21a5f4b9b2da33f4f09886f6f3cda4557699d445;487.5
5970;bc73037c384eb440a76b213accdc40f2a4eda47f;434.9
5971;6fc4d8fbd9cd4a045cc61c25c08d4e550f5853eb;465.8
5972;db5cdf54e590fea363e81ca0ff3403e9d8e6ee23;438
5973;7d07449d8b1ba201c2dc21f75cb9e4da7ade830e;501
5974;566070af3a4c1b800b666890998135c714c6cc42;594.3
5975;577991e330329ece1e339d3a8b8745fbbb53f2b6;553.9
5976;6ceaad31523f4e9d17d0b0e97be6ea7e6b3071eb;
5977;ad70d072dd44803fc9d2c2fe41cb0dc4ce51aeb4;496.8
5978;b490f5386c93f7632b46ea4931f8a313274368ac;360.7
5979;95014a6c36753270bbaf3ab4c71152b102825027;396.5
5980;9ed6c9c4220e93feb818f28a3b59ec4e679e0356;430.3
5981;bd5bb14c2e3af55b1c2825629852d1a811ff2e7a;417.4
5982;1808fd2fcefe00b9a8159ea4df6edd4717e84ebd;
5983;3c6f51426bf47c9276a736f1db4c6989e4c8ede5;442.8
5984;2f3eed5d2db94b9db144b1b22c8e80ad121e4412;468.3
5985;76d625c578b674a15e4bcdb5c5564e344b6ab61e;469.6
5986;df469b42cac466bb1d248c718b93b84ab2c886c6;
5987;e9b37746b01ef088245d6c5150639f5882cf06ef;545.6
5988;362565c76e79f78e6c3c009c774efca1f4ee963d;464.2
5989;5cd00ff58fe2fa6958343d72324bd69cafe55fa5;422.2
5990;a13a284c51cc0d0e99c32e70788bb66a182cd91f;510.6
5991;7ef8349481e7d77a41650bc1b013271990c04914;454.1
5992;c03892bd6b511ee6e187ea5d27a41756992a4822;490.8
5993;82fb760cd41d4e0496ca1d0494a8403889870066;509.7
5994;014503adccd4f4fcb64860e468853eaddc3d58ee;477.5
5995;3835dcc9c01337901e3192d48ca1e4d44fff45fa;468.6
5996;fd99ae5a077d650198805f9d7cd889e35bf5b2a7;568.3
5997;ba0568cba69ece566fa8b18a2280a60a064e34a6;475.7
5998;5f4a941d3e7ee67fb4397c760cf3a6be2de3b721;458.7
5999;80fb5eb23988aa25b3fb472b76c7a6fb1bcf5a65;718.5
6000;e890ef0ad82e92edf945a60c92a68661ea36cc87;780.5
6001;b2e54a9fb8525aa5d53b942d8b498e9c02b4273d;
6002;52c03bee8489b4a46af128d21dac2975e274f023;582.3
6003;b6fed052db49e83bba44109adea415ebcf4f926a;
6004;863a40b268159f3d0aebc0f178e9af067cf39dc4;437.8
6005;03b3fbb9ea5c2d4ebc9f9853db16152048eee23d;
6006;17aef65c3861f12a5fbd7750c44890116cbba7e5;500.1
6007;88d5d8359b09e243c06781de1ab9c5b868fe6078;607.1
6008;cbe1ad144b38b647eb375e4aa3cdfb93aacfa4de;374.2
6009;a324f09e805c55eaa0d31469a6d21f5996d8ba2b;385.4
6010;f7aa8ff9f24cbb32513cdc2f87e6806bb0124206;404
6011;dbecbe4576741a4d9b913ddca481a08c0d9e4a95;464.9
6012;3b41cdf64216e2c6bf71714057dbfceaf6b5df0c;
6013;a07c80b9b3ffffa253a25c85dd2d7a17faa6c951;474.5
6014;2c16def687516616ca26f86f77f14289ab8b8705;437
6015;9d7503c1dfa673c681274774dda11241f225e6fb;379.8
6016;ff84327868b2815a9c5dad22117ecec17324a758;551.2
6017;41c179ddf4c61340191c06f48e63244445810685;
6018;3f8d62cb8359d3f55d3f329c02b63423d2333e29;
6019;587460b0af70887300db201ab372054bb462c853;661.8
6020;d6859b06ce5a3c2c018c62bded709504704505c5;358.9
6021;753ff441cbc9ffc47356c52ee23b7ada4e52898c;432.2
6022;eb210f77641242b667d2144254e81a00830d6c86;518.2
6023;f6f0186939d0be1ba51851f753670ac106cb8e74;
6024;caf6c54d8655408bf6b49c3e722f95c79a35e321;436.3
6025;ba1a2d8d98a1e65d4f7962cd7aea6d408a95dec3;572.1
6026;abe388c0a16253da0f07802cdbdc03b4c01e84b6;
6027;79dc5433ac02c010effbf86efd237711634376db;531.2
6028;7523e68973d9dc87fc4cdd6b21378cfe3c70f395;764.6
6029;d4533b82db739c052a5a1e7bb4877ecc02cfb1a6;574.8
6030;2bdc9f71fd1c04ebfd1a33e8fb73cf1e42304d45;412.6
6031;9f25c319478c436a84cae7c1bd49a148436836bf;
6032;1285810a2edd9a180a13bc2cf5575f156a9c7658;433.6
6033;e572bbdd00f99b5fdf83aed58a78f754b6e288d1;405.2
6034;c0339e5e5e32c6d2e1f9301f607b0e1eee450689;435.7
6035;7b3a1a58b95c608e54cb0f2bf7572d393736067a;
6036;2707ce6d9bb7d163b632c8c492b582c9833311d3;
6037;ff5eadcd05c18c0bf3cd9d9425d899c2fdd6516e;430.2
6038;f2be2b40cac108a1f63d695d706e4188b5644f71;656
6039;46d421707019ee830447a5d6904b88363bced046;377.7
6040;17ae668ce9041105883e9db101d614f58d526f66;811
6041;e7ceb09d424d7f7bbe4e6b2cd6436542089a167f;511.9
6042;db81baaa8e64b29e9814660c3d1674500ce2d4f6;489.8
6043;234f1a5cead857627cfc940d72aa5d569acc6cfe;
6044;d035bddcf96cf05656feb7585f22bf3eb6d1172b;467.2
6045;904db6c5ecce2f40e8e5f49ae7e240e00b0ca76c;411.7
6046;25c8eba42e585f104aba689daad7a53dbd3b91f2;440.1
6047;1d2a1a1b99b3870db6c2437b4e1c6b8deaef0e63;
6048;76d4290304360bed17c06dcbbf02dc9ce15b6a3b;459.2
6049;be4d03f0db75916adce8853a3475606c90b27399;366.2
6050;6246362cb16ac0faaf2c6a82fd6590807c8d4ee1;
6051;586d9afd024e012a9a29e87a36c18e3284f83fed;394.1
6052;d87eebfc6256cf0318981f8565be5450bb9216f0;
6053;0f9e33f59c0253b12de55afb5dd4d4851c543c07;
6054;88afa222712316c198eda533aa4aefbf98479f95;648.2
6055;22b9c1bcf1eebee1727fb01f12a2c0d366f8ffe9;
6056;af39496026ee226e4df9cd2e0b2cf6b130b9f8ae;443.8
6057;c307185b4f972ae1534137bb57d44e3cba6dd7d6;615.2
6058;299d9d42c6d0426ed5a0852783d6f2bcc09f5d0d;362.9
6059;21ac6c25f477f98920df989d77b5005b5ebfc3e6;
6060;4de595261ddcaf34e59f98875487e2651fec7adc;
6061;d8d66f4733a7cf72a306280c2a04cba8865b11b3;574.2
6062;038360561d0a6466dfa9ac56fce9fa0c0187501d;373
6063;2506132e264a812110d4900362bbb5764e922da1;497.9
6064;b7609372b00ed69b1fb8be62a56ff29c33a66c5f;541.7
6065;e8f93ab69237ff45f1d082c0a8f01ed528aaf9e9;437.6
6066;5a46cf7301e26c518fc39bbb693a8a2804b6cb5c;550.9
6067;e44e17ad623a8fa5df2743874d85db3e9c4de27d;388.1
6068;0d656f9104b46967ea4f7e6d09574e2c46944631;546.8
6069;701c2e11f08cb1fc8e8ba35d53a56e52c913bfaa;527.5
6070;ad917602ebc8100c5e184f66cf6ec32949746873;
6071;c55ea4686587206d96becf7fb7cb4fbdf3c4212c;372.4
6072;98351f9133b902854a40d55d8ca88dc36dcb9ebb;
6073;f96875e35701842d6670145c2ba18597882e4163;523.1
6074;d7e59d5fd8acc919bdae907a17263ce65452d085;362.1
6075;7baed6d7b36e42a9d66f8d9a38656c54b04b3664;634.5
6076;1b3ee0bb08a848a087da0bb81e768449a9843bab;427.5
6077;e4203d97814e7bfb15444acdf7d780d38744d302;347.3
6078;e7d735e2b31faa9c3cabfac4b9767f32db6fa46a;536
6079;1288eb846170cf474db175bf7ad59bd6b8bdfc3a;638.7
6080;dbb456e7bdd93989eddf51c24ddcdec374f46f27;
6081;a9c4d7275723aab3350f231a39e8b39ae0db0d75;675.9
6082;add584723d71a0204c6b5653b596651e2f3e5f49;363.1
6083;ef95129b1af255aec6cc1625cbb89d7d9c2d2049;557.6
6084;8749c44ab73feb4dec943e35ab81fb1d60abd933;492
6085;ec14cd93dc7bc852a22831330913687bfadde142;494.6
6086;091b6a0f72229c2d1ab1451622e9ed78ec5586ed;581.9
6087;7e23b3489a7c1a533fb53690b9efa6ebb0088d77;392.6
6088;22215eed85c674415037bf9f1745432d298bf3e1;614.7
6089;2f273884dec51b3fd49afbb5f62a8316572e132d;346.4
6090;ec5437d4fe5fb179459783bec3ede01ee6d77661;
6091;98fe85d234a1a42acd7d8ced9c65a513f85c5d18;398.9
6092;e8d4d201b029dc95026661c80c1ab9d80970ab36;
